COMPANY_ACCOUNT;MERCHANT_ACCOUNT;BATCH_NUMBER;PSP_REFERENCE;ORDER_REF;PAYMENT_METHOD;DATE;TIMEZONE;TYPE;MODIFICATION_REFERENCE;CURRENCY;NET;FEE;GROSS
JetBrains;JetBrainsUSD;352;000B1F99AAD14260;Z000011311;visa;2030-12-10;UTC;Settled;7C0E34F4D65F4DE1;USD;333.0;17.0;350.0
JetBrains;JetBrainsUSD;352;0011121D519E4E7F;A000035647;visa;2030-12-07;UTC;Settled;915F4A3F97CD4E47;USD;106.0;6.0;112.0
JetBrains;JetBrainsUSD;352;00244548F43C40B9;A000061098;visa;2030-09-21;UTC;Settled;EB17A8BBC70D477A;USD;120.0;6.0;126.0
JetBrains;JetBrainsUSD;352;004C9447E252454F;A000007594;mc;2030-09-16;UTC;Settled;52FA1ABC0B52440B;USD;133.0;7.0;140.0
JetBrains;JetBrainsUSD;352;004FD441F9534B2D;E000004335;visa;2030-11-09;UTC;Settled;E677BFD19EE846D6;USD;475.0;25.0;500.0
JetBrains;JetBrainsUSD;352;005D96F306B24B7B;A000009178;visa;2030-10-11;UTC;Settled;AD8B989790A545E2;USD;106.0;6.0;112.0
JetBrains;JetBrainsUSD;352;00729BD3CF8C4392;C000058850;visa;2030-08-24;UTC;Settled;930BD1D1DAD74E31;USD;333.0;17.0;350.0
JetBrains;JetBrainsUSD;352;0075CAC2894D4EE6;A000069827;visa;2030-08-24;UTC;Settled;7DFEA8BD7E874502;USD;19.0;1.0;20.0
JetBrains;JetBrainsUSD;352;0083DDB8EF78439B;E000048349;visa;2030-09-16;UTC;Settled;C3501C9C920E446B;USD;62.0;3.0;65.0
JetBrains;JetBrainsUSD;352;0084EA96A237469D;A000022914;mc;2030-12-07;UTC;Settled;549EFF5CC92D4EE6;USD;53.0;3.0;56.0
JetBrains;JetBrainsUSD;352;009876C4854F48CA;R000004846;visa;2030-11-21;UTC;Settled;B5C726F8FD714EC1;USD;76.0;4.0;80.0
JetBrains;JetBrainsUSD;352;0099C89CF1214E50;Z000072452;mc;2030-08-24;UTC;Settled;0D18419DE7FB4135;USD;27.0;1.0;28.0
JetBrains;JetBrainsUSD;352;009D0D4D23FB4713;R000057962;visa;2030-10-25;UTC;Settled;B8C2747825EA4121;USD;190.0;10.0;200.0
JetBrains;JetBrainsUSD;352;009F2315D3F74E85;C000056184;visa;2030-11-22;UTC;Settled;DADE8EBDDAA14B32;USD;40.0;2.0;42.0
JetBrains;JetBrainsUSD;352;00AD8F771A5B4CBB;E000048993;visa;2030-11-18;UTC;Settled;1CB416EE3F544159;USD;190.0;10.0;200.0
JetBrains;JetBrainsUSD;352;00B91303BA4F4DA9;A000038329;visa;2030-11-27;UTC;Settled;A6D98D66DB48406B;USD;285.0;15.0;300.0
JetBrains;JetBrainsUSD;352;00BBF6BA337F4A9C;A000009558;visa;2030-11-24;UTC;Settled;42F9F3F1114C4D8D;USD;133.0;7.0;140.0
JetBrains;JetBrainsUSD;352;00BCB25F082C4C71;R000044601;mc;2030-12-07;UTC;Settled;0BAD169926A44362;USD;171.0;9.0;180.0
JetBrains;JetBrainsUSD;352;00BE37C53C5D4934;C000062633;mc;2030-10-11;UTC;Settled;322B155BA72044B2;USD;93.0;5.0;98.0
