COMPANY_ACCOUNT;MERCHANT_ACCOUNT;BATCH_NUMBER;PSP_REFERENCE;ORDER_REF;PAYMENT_METHOD;DATE;TIMEZONE;TYPE;MODIFICATION_REFERENCE;CURRENCY;NET;FEE;GROSS
JetBrains;JetBrainsUSD;350;0001D5B4434E4CB8;C000025068;visa;2030-03-06;UTC;Settled;0AECEAF02786446C;USD;53.0;3.0;56.0
JetBrains;JetBrainsUSD;350;0010C232626E4AEA;A000071698;visa;2030-03-16;UTC;Settled;CC41BD05F73C4497;USD;333.0;17.0;350.0
JetBrains;JetBrainsUSD;350;00164057354742BD;R000062779;visa;2030-01-26;UTC;Settled;BCD71809784A4742;USD;618.0;32.0;650.0
JetBrains;JetBrainsUSD;350;0026BE7C5B5E4C08;C000051207;visa;2030-04-02;UTC;Settled;926A11AAE8764BF6;USD;333.0;17.0;350.0
JetBrains;JetBrainsUSD;350;0028494FFA524E71;C000020972;mc;2030-01-24;UTC;Settled;0B5F6EDDB3344D98;USD;171.0;9.0;180.0
JetBrains;JetBrainsUSD;350;003053B55A5444D0;E000066936;visa;2030-02-22;UTC;Settled;0E98407348714BA8;USD;114.0;6.0;120.0
JetBrains;JetBrainsUSD;350;00310EAB39E54B21;Z000033168;visa;2030-02-12;UTC;Settled;C88E37142B124EDB;USD;62.0;3.0;65.0
JetBrains;JetBrainsUSD;350;0041C63385094315;E000056418;visa;2030-02-17;UTC;Settled;8208BB85C42D4001;USD;27.0;1.0;28.0
JetBrains;JetBrainsUSD;350;0043B752C86B4CF0;E000047800;mc;2030-02-07;UTC;Settled;D451EE51ABDD4636;USD;185.0;10.0;195.0
JetBrains;JetBrainsUSD;350;0054003F8110479C;Z000066309;visa;2030-02-26;UTC;Settled;D17A6C4292B84594;USD;618.0;32.0;650.0
JetBrains;JetBrainsUSD;350;00559636478B4981;A000018723;visa;2030-03-13;UTC;Settled;978D71647C874856;USD;190.0;10.0;200.0
JetBrains;JetBrainsUSD;350;0059CAF215044834;C000043545;visa;2030-03-23;UTC;Settled;D66862D6FF564491;USD;133.0;7.0;140.0
JetBrains;JetBrainsUSD;350;00675590A55D4DFE;R000032079;visa;2030-01-25;UTC;Settled;53143CB171BB47AF;USD;57.0;3.0;60.0
JetBrains;JetBrainsUSD;350;00701E2F6DC44507;R000009153;mc;2030-02-13;UTC;Settled;1ABFA69CA8994C0E;USD;475.0;25.0;500.0
JetBrains;JetBrainsUSD;350;0078F7E291264999;R000012511;visa;2030-03-05;UTC;Settled;67EB3AF60F424AC1;USD;133.0;7.0;140.0
JetBrains;JetBrainsUSD;350;0080C51506F44EFA;C000043171;visa;2030-02-21;UTC;Settled;ED667EEDD73346EA;USD;95.0;5.0;100.0
JetBrains;JetBrainsUSD;350;00821A02526B488D;C000063596;visa;2030-03-15;UTC;Settled;3CDD9E43061C47FB;USD;76.0;4.0;80.0
JetBrains;JetBrainsUSD;350;0087C92699604517;E000059831;visa;2030-02-12;UTC;Settled;383E74A457AD4562;USD;93.0;5.0;98.0
JetBrains;JetBrainsUSD;350;009F458A085748FC;A000050747;mc;2030-03-09;UTC;Settled;F4B9952F641E4D6D;USD;67.0;3.0;70.0
JetBrains;JetBrainsUSD;350;00AEBA0B531142F3;A000058050;mc;2030-04-05;UTC;Settled;8110BFC2C6D74177;USD;80.0;4.0;84.0
JetBrains;JetBrainsUSD;350;00C9373471B047C0;E000007620;mc;2030-03-26;UTC;Settled;1C6F30C3A8024910;USD;380.0;20.0;400.0
JetBrains;JetBrainsUSD;350;00D53E209DB94A6D;A000003551;visa;2030-03-19;UTC;Settled;AD6A4FF4B932437C;USD;171.0;9.0;180.0
JetBrains;JetBrainsUSD;350;00D54338B95E4E86;C000048518;mc;2030-03-14;UTC;Settled;528991095CE74349;USD;80.0;4.0;84.0
JetBrains;JetBrainsUSD;350;00DB3C0DFA994073;Z000064670;visa;2030-01-26;UTC;Settled;15B6568E053A45C9;USD;152.0;8.0;160.0
JetBrains;JetBrainsUSD;350;00EE9F7B60F440DD;Z000064263;mc;2030-03-14;UTC;Settled;3DDC506F37C84C03;USD;13.0;1.0;14.0
JetBrains;JetBrainsUSD;350;0102E7B57581489A;Z000020565;mc;2030-03-22;UTC;Settled;3B04F0BBF86040BA;USD;133.0;7.0;140.0
JetBrains;JetBrainsUSD;350;010993D78E294FE7;R000046149;mc;2030-04-02;UTC;Settled;861C6BA4C6B64CB6;USD;120.0;6.0;126.0
JetBrains;JetBrainsUSD;350;011899785CE54328;C000068881;mc;2030-01-26;UTC;Settled;0B7388ACA1004925;USD;475.0;25.0;500.0
