COMPANY_ACCOUNT;MERCHANT_ACCOUNT;BATCH_NUMBER;PSP_REFERENCE;ORDER_REF;PAYMENT_METHOD;DATE;TIMEZONE;TYPE;MODIFICATION_REFERENCE;CURRENCY;NET;FEE;GROSS
JetBrains;JetBrainsAmericasUSD;352;000198E2E2514AF2;R000059468;mc;2030-10-16;UTC;Settled;0B109E2CF5214FD2;USD;80.0;4.0;84.0
JetBrains;JetBrainsAmericasUSD;352;0003C8A52CDC4486;R000006918;mc;2030-08-21;UTC;Settled;91EA51354FE342DF;USD;380.0;20.0;400.0
JetBrains;JetBrainsAmericasUSD;352;000A0C86CAA241F6;E000053088;visa;2030-11-28;UTC;Settled;1F396C9591C84F3C;USD;76.0;4.0;80.0
JetBrains;JetBrainsAmericasUSD;352;0011909C39904EDF;R000052194;mc;2030-10-02;UTC;Settled;C106348DD6DC4437;USD;285.0;15.0;300.0
JetBrains;JetBrainsAmericasUSD;352;00134B3CBE414706;R000026028;visa;2030-08-20;UTC;Settled;BD3FC02D50E74814;USD;428.0;22.0;450.0
JetBrains;JetBrainsAmericasUSD;352;0014320C495C4559;A000015931;visa;2030-09-13;UTC;Settled;78C0B8B2C19A4E34;USD;19.0;1.0;20.0
JetBrains;JetBrainsAmericasUSD;352;0014E1F8393948CF;C000042827;visa;2030-11-12;UTC;Settled;27562FED916549BF;USD;53.0;3.0;56.0
JetBrains;JetBrainsAmericasUSD;352;001557D722854FCF;A000032428;visa;2030-10-03;UTC;Settled;5BA6146F88844A1B;USD;114.0;6.0;120.0
JetBrains;JetBrainsAmericasUSD;352;0016FF65FCFC4860;E000046734;visa;2030-12-02;UTC;Settled;BE87EF05D57E4FE2;USD;80.0;4.0;84.0
JetBrains;JetBrainsAmericasUSD;352;0018C6E107A94AE8;Z000002540;mc;2030-11-24;UTC;Settled;6EE871538801495C;USD;67.0;3.0;70.0
JetBrains;JetBrainsAmericasUSD;352;00198CC7DBC14A5F;Z000010230;visa;2030-10-06;UTC;Settled;2E980E0AF10D473B;USD;238.0;12.0;250.0
JetBrains;JetBrainsAmericasUSD;352;001E3D6EE9974929;Z000017910;visa;2030-12-10;UTC;Settled;529D084CBFE84559;USD;53.0;3.0;56.0
JetBrains;JetBrainsAmericasUSD;352;002045CEC7D7449B;C000020456;mc;2030-10-30;UTC;Settled;FD1E0EBD3B214D5D;USD;40.0;2.0;42.0
JetBrains;JetBrainsAmericasUSD;352;0024F3EC7D2C434B;R000007211;visa;2030-09-09;UTC;Settled;478A65C6B65F4682;USD;333.0;17.0;350.0
JetBrains;JetBrainsAmericasUSD;352;00278871A3CF4F16;E000064467;visa;2030-09-04;UTC;Settled;71E2FAF68A9D4F00;USD;428.0;22.0;450.0
JetBrains;JetBrainsAmericasUSD;352;00278C0F98484B5D;Z000039019;visa;2030-11-12;UTC;Settled;C5FC03025E4B4D47;USD;133.0;7.0;140.0
JetBrains;JetBrainsAmericasUSD;352;002929085B534ED4;Z000035893;mc;2030-10-08;UTC;Settled;EB1E71ECACAA4607;USD;133.0;7.0;140.0
JetBrains;JetBrainsAmericasUSD;352;0029B974234A480C;A000030180;mc;2030-09-19;UTC;Settled;7DE65C91FBD6452F;USD;133.0;7.0;140.0
JetBrains;JetBrainsAmericasUSD;352;002ADCBC260A4FAD;A000013238;visa;2030-08-20;UTC;Settled;D17EA6F324024E58;USD;114.0;6.0;120.0
JetBrains;JetBrainsAmericasUSD;352;002B84CD31794D51;R000001373;visa;2030-11-03;UTC;Settled;4608F9158FAD4142;USD;428.0;22.0;450.0
JetBrains;JetBrainsAmericasUSD;352;002E436F43A44D4E;E000019931;visa;2030-10-14;UTC;Settled;42DA33581C2F406F;USD;13.0;1.0;14.0
JetBrains;JetBrainsAmericasUSD;352;00308910A93F4B25;Z000017618;mc;2030-09-28;UTC;Settled;381668A9251A4E7C;USD;333.0;17.0;350.0
JetBrains;JetBrainsAmericasUSD;352;0030D947622E4735;E000071242;mc;2030-10-15;UTC;Settled;D6D72B0CA1B2497F;USD;133.0;7.0;140.0
JetBrains;JetBrainsAmericasUSD;352;003500ADFAF84568;R000025614;mc;2030-08-19;UTC;Settled;323F95A7830A4272;USD;152.0;8.0;160.0
JetBrains;JetBrainsAmericasUSD;352;0035534D696D4D22;E000046932;visa;2030-10-10;UTC;Settled;A68E4ECD3329463F;USD;114.0;6.0;120.0
JetBrains;JetBrainsAmericasUSD;352;00364418796D427A;A000061783;mc;2030-10-19;UTC;Settled;8D7D188A4A4944BA;USD;190.0;10.0;200.0
JetBrains;JetBrainsAmericasUSD;352;003DE1D49619443A;R000066916;visa;2030-08-31;UTC;Settled;C7BA50E738E54A41;USD;38.0;2.0;40.0
JetBrains;JetBrainsAmericasUSD;352;0041CEF67DA34D55;E000012910;mc;2030-09-14;UTC;Settled;9DF51CD1999D4A47;USD;171.0;9.0;180.0
JetBrains;JetBrainsAmericasUSD;352;00423BE5A201496C;C000029154;visa;2030-10-20;UTC;Settled;EE598576DCC64B43;USD;95.0;5.0;100.0
JetBrains;JetBrainsAmericasUSD;352;004310E7152349D0;R000063855;visa;2030-12-09;UTC;Settled;B4B4389F278D411F;USD;19.0;1.0;20.0
JetBrains;JetBrainsAmericasUSD;352;0046D175E3B6475F;C000047078;visa;2030-09-29;UTC;Settled;9A2F33B173C4470E;USD;238.0;12.0;250.0
JetBrains;JetBrainsAmericasUSD;352;004826C6746D4B90;A000025361;visa;2030-12-09;UTC;Settled;71ACD8ED1F67471B;USD;67.0;3.0;70.0
JetBrains;JetBrainsAmericasUSD;352;004EDE9DC2A24B10;R000041034;visa;2030-11-26;UTC;Settled;93313C01B63344C9;USD;106.0;6.0;112.0
JetBrains;JetBrainsAmericasUSD;352;0051F5AE657D4EF2;E000054035;mc;2030-09-24;UTC;Settled;298B147602B34D91;USD;40.0;2.0;42.0
JetBrains;JetBrainsAmericasUSD;352;0053A2709DAE40B4;R000026115;visa;2030-12-08;UTC;Settled;88284112DF1440CB;USD;106.0;6.0;112.0
JetBrains;JetBrainsAmericasUSD;352;0056B883C3F04143;C000056722;mc;2030-10-14;UTC;Settled;B4D2D4359E0E4FF9;USD;13.0;1.0;14.0
JetBrains;JetBrainsAmericasUSD;352;00572FBF9BAB41CF;C000065957;mc;2030-09-03;UTC;Settled;85DCCA0B18A24E53;USD;19.0;1.0;20.0
JetBrains;JetBrainsAmericasUSD;352;005901F1A98646F2;C000054872;visa;2030-10-07;UTC;Settled;DB683BC5A7E84B97;USD;57.0;3.0;60.0
JetBrains;JetBrainsAmericasUSD;352;00602C09DCBC41D1;Z000056846;visa;2030-11-07;UTC;Settled;AD38F0F7D7CA4EB7;USD;475.0;25.0;500.0
JetBrains;JetBrainsAmericasUSD;352;00606C62E53F4A4C;Z000060125;mc;2030-10-03;UTC;Settled;0562A6D3B4BE4C8F;USD;62.0;3.0;65.0
JetBrains;JetBrainsAmericasUSD;352;0061B7B99C9B407E;Z000041764;visa;2030-10-27;UTC;Settled;577C5A06DD7C4DC6;USD;76.0;4.0;80.0
JetBrains;JetBrainsAmericasUSD;352;00628CBA50714373;R000001713;visa;2030-09-25;UTC;Settled;95243C6390644BAD;USD;380.0;20.0;400.0
JetBrains;JetBrainsAmericasUSD;352;0063074DBB7940F9;C000046817;visa;2030-10-11;UTC;Settled;BA4EF82C0F0146D1;USD;95.0;5.0;100.0
JetBrains;JetBrainsAmericasUSD;352;00667C2B06384AB4;E000016277;visa;2030-12-05;UTC;Settled;A9812AB8D7354ECB;USD;95.0;5.0;100.0
JetBrains;JetBrainsAmericasUSD;352;00669395572A4E0F;Z000034420;visa;2030-10-16;UTC;Settled;DA815D48FC56413E;USD;475.0;25.0;500.0
JetBrains;JetBrainsAmericasUSD;352;0067783D5DEA4F05;R000012402;visa;2030-11-19;UTC;Settled;AFB8B2F0D0D049A7;USD;48.0;2.0;50.0
JetBrains;JetBrainsAmericasUSD;352;006796552F854D86;R000044699;mc;2030-10-12;UTC;Settled;06BAAE2BF9C744A5;USD;133.0;7.0;140.0
JetBrains;JetBrainsAmericasUSD;352;006CA78453214643;C000065187;visa;2030-09-21;UTC;Settled;3996BFC63AFC4497;USD;48.0;2.0;50.0
JetBrains;JetBrainsAmericasUSD;352;006DBA99BC2F45DD;R000030403;visa;2030-09-15;UTC;Settled;2AABC5356A104FB9;USD;62.0;3.0;65.0
JetBrains;JetBrainsAmericasUSD;352;00710FBCF0DE40E3;A000067327;visa;2030-09-14;UTC;Settled;E670C3A3F48347EC;USD;143.0;7.0;150.0
JetBrains;JetBrainsAmericasUSD;352;0071FFED0F394882;R000055668;mc;2030-11-01;UTC;Settled;FDBE87C5C7554DD9;USD;13.0;1.0;14.0
JetBrains;JetBrainsAmericasUSD;352;0076C200E62D4F8C;C000062200;visa;2030-11-07;UTC;Settled;5D91F3AFFD764E6A;USD;76.0;4.0;80.0
JetBrains;JetBrainsAmericasUSD;352;0077599CEADF47F1;C000010541;mc;2030-09-19;UTC;Settled;35268503CBD64E5E;USD;106.0;6.0;112.0
JetBrains;JetBrainsAmericasUSD;352;007850A0053D4C49;A000051648;visa;2030-09-06;UTC;Settled;BD1B7BB30A054DF8;USD;333.0;17.0;350.0
JetBrains;JetBrainsAmericasUSD;352;00793528495C493B;R000029091;visa;2030-10-26;UTC;Settled;ED2B7359BAD44B93;USD;13.0;1.0;14.0
JetBrains;JetBrainsAmericasUSD;352;007C477CE7AC4973;C000055910;visa;2030-10-11;UTC;Settled;0E251E2FCF7E4185;USD;190.0;10.0;200.0
JetBrains;JetBrainsAmericasUSD;352;007C7FC3347B4CA1;A000031725;visa;2030-11-06;UTC;Settled;810EE46D97A54080;USD;57.0;3.0;60.0
JetBrains;JetBrainsAmericasUSD;352;007F87696D214DB1;Z000022385;visa;2030-08-24;UTC;Settled;90F0E8B86F094277;USD;38.0;2.0;40.0
JetBrains;JetBrainsAmericasUSD;352;0080E0CE640848B5;C000016020;visa;2030-09-17;UTC;Settled;752F45C75085493A;USD;95.0;5.0;100.0
JetBrains;JetBrainsAmericasUSD;352;00829A689A804563;Z000037020;visa;2030-09-12;UTC;Settled;8CD8B376623A4428;USD;371.0;19.0;390.0
JetBrains;JetBrainsAmericasUSD;352;008C365FBF104A7A;Z000030437;visa;2030-10-10;UTC;Settled;97C8CC2D29AE422D;USD;62.0;3.0;65.0
JetBrains;JetBrainsAmericasUSD;352;008DA835CFB74505;C000031616;mc;2030-09-23;UTC;Settled;21A25237D0C34BFE;USD;27.0;1.0;28.0
JetBrains;JetBrainsAmericasUSD;352;009344F33F1140F2;Z000062163;visa;2030-09-25;UTC;Settled;0DA3182E62584A9A;USD;57.0;3.0;60.0
