COMPANY_ACCOUNT;MERCHANT_ACCOUNT;BATCH_NUMBER;PSP_REFERENCE;ORDER_REF;PAYMENT_METHOD;DATE;TIMEZONE;TYPE;MODIFICATION_REFERENCE;CURRENCY;NET;FEE;GROSS
JetBrains;JetBrainsAmericasUSD;354;0001761DEA304D3A;E000027549;visa;2031-06-23;UTC;Settled;800726006F4A4AF9;USD;95.0;5.0;100.0
JetBrains;JetBrainsAmericasUSD;354;0006842793404366;R000009375;visa;2031-05-05;UTC;Settled;8B294C73FBF843D1;USD;95.0;5.0;100.0
JetBrains;JetBrainsAmericasUSD;354;0006A2D66B8A4471;C000028199;visa;2031-05-15;UTC;Settled;1F531378543640FE;USD;106.0;6.0;112.0
JetBrains;JetBrainsAmericasUSD;354;000A3076A5C44828;E000045323;mc;2031-04-23;UTC;Settled;23B0A200D4834A57;USD;67.0;3.0;70.0
JetBrains;JetBrainsAmericasUSD;354;000B1CDC094D4824;R000039179;visa;2031-05-27;UTC;Settled;60323C7E219F4749;USD;80.0;4.0;84.0
JetBrains;JetBrainsAmericasUSD;354;000B4AC153CE4CD3;Z000010433;visa;2031-06-18;UTC;Settled;365EEA18121E43D7;USD;238.0;12.0;250.0
JetBrains;JetBrainsAmericasUSD;354;000CE5E578EE4332;A000066276;mc;2031-05-19;UTC;Settled;CE7CB3B8848D446E;USD;190.0;10.0;200.0
JetBrains;JetBrainsAmericasUSD;354;000E22019A704666;C000017650;mc;2031-06-09;UTC;Settled;07BFFDAC9C9C47E6;USD;190.0;10.0;200.0
JetBrains;JetBrainsAmericasUSD;354;0010FA8A5DAB416E;E000016871;visa;2031-04-21;UTC;Settled;6A1D3AA25EBA4E07;USD;285.0;15.0;300.0
JetBrains;JetBrainsAmericasUSD;354;0011B5FA81984E55;Z000025528;visa;2031-06-22;UTC;Settled;3E1F87923D3A4601;USD;27.0;1.0;28.0
JetBrains;JetBrainsAmericasUSD;354;0016425AC7634CAB;Z000061583;visa;2031-07-04;UTC;Settled;6E70731AAB4C421E;USD;38.0;2.0;40.0
JetBrains;JetBrainsAmericasUSD;354;0018AD1255144AD6;A000058563;mc;2031-06-11;UTC;Settled;6F4E72A6E40A4156;USD;62.0;3.0;65.0
JetBrains;JetBrainsAmericasUSD;354;0018B1141BFA4AF5;A000004281;visa;2031-06-11;UTC;Settled;E6F9C364FE434CBB;USD;133.0;7.0;140.0
JetBrains;JetBrainsAmericasUSD;354;0019024DDA224873;Z000062643;visa;2031-05-14;UTC;Settled;9469EB7E979B4E21;USD;171.0;9.0;180.0
JetBrains;JetBrainsAmericasUSD;354;001C2F326BDB4B04;E000014410;mc;2031-06-04;UTC;Settled;BCDAF07A64234C49;USD;133.0;7.0;140.0
JetBrains;JetBrainsAmericasUSD;354;0023F837938A493A;R000036918;visa;2031-05-07;UTC;Settled;4CE0AAB12A074A94;USD;38.0;2.0;40.0
JetBrains;JetBrainsAmericasUSD;354;0024A8685D6247F4;R000014004;mc;2031-06-14;UTC;Settled;8467835347564CB4;USD;114.0;6.0;120.0
JetBrains;JetBrainsAmericasUSD;354;0026E0247A3946B8;E000071341;mc;2031-05-23;UTC;Settled;A9020A7A36464CC5;USD;57.0;3.0;60.0
JetBrains;JetBrainsAmericasUSD;354;002950647C104D64;C000002242;visa;2031-04-16;UTC;Settled;0064C11A06354108;USD;133.0;7.0;140.0
JetBrains;JetBrainsAmericasUSD;354;002A3B7E267D4E0C;A000050630;mc;2031-06-17;UTC;Settled;D2584792341449A0;USD;475.0;25.0;500.0
JetBrains;JetBrainsAmericasUSD;354;002A3C8188BB4B1E;E000012324;visa;2031-06-30;UTC;Settled;A51B30D8DAFE401C;USD;238.0;12.0;250.0
JetBrains;JetBrainsAmericasUSD;354;002BBABB8D5045B1;E000007433;mc;2031-05-21;UTC;Settled;826FB3CF21694999;USD;27.0;1.0;28.0
