COMPANY_ACCOUNT;MERCHANT_ACCOUNT;BATCH_NUMBER;PSP_REFERENCE;ORDER_REF;PAYMENT_METHOD;DATE;TIMEZONE;TYPE;MODIFICATION_REFERENCE;CURRENCY;NET;FEE;GROSS
JetBrains;JetBrainsUSD;351;00038E3D06DC4D30;E000061212;visa;2030-08-03;UTC;Settled;FD3A90E5A71B4AD9;USD;120.0;6.0;126.0
JetBrains;JetBrainsUSD;351;000BD9682D514577;E000059230;visa;2030-05-22;UTC;Settled;B5EB5C3907294C57;USD;238.0;12.0;250.0
JetBrains;JetBrainsUSD;351;000C75278194493A;A000015449;visa;2030-05-26;UTC;Settled;6859555116C248D4;USD;114.0;6.0;120.0
JetBrains;JetBrainsUSD;351;000F0CB6B69E4FED;C000008439;visa;2030-05-12;UTC;Settled;A6E122E4A67B41E2;USD;106.0;6.0;112.0
JetBrains;JetBrainsUSD;351;0014A141B9914278;R000023628;mc;2030-04-26;UTC;Settled;1609E0514FB84F22;USD;238.0;12.0;250.0
JetBrains;JetBrainsUSD;351;0020AD3499E64CDA;R000040706;mc;2030-05-20;UTC;Settled;CEB3A99F640C4A47;USD;76.0;4.0;80.0
JetBrains;JetBrainsUSD;351;002AB8BECCD84036;C000072116;visa;2030-08-03;UTC;Settled;95A307CEB0614522;USD;475.0;25.0;500.0
JetBrains;JetBrainsUSD;351;003763A7DE584281;C000071445;visa;2030-05-09;UTC;Settled;7DB6DCE1ADDE477B;USD;120.0;6.0;126.0
JetBrains;JetBrainsUSD;351;004A45F1DB7F4225;C000028973;visa;2030-06-13;UTC;Settled;CCC3A2B1E50E4EA7;USD;48.0;2.0;50.0
JetBrains;JetBrainsUSD;351;004D1A19BB514F81;E000036631;visa;2030-05-27;UTC;Settled;01566E4A60234977;USD;93.0;5.0;98.0
JetBrains;JetBrainsUSD;351;006F46F02FD94A34;A000030890;visa;2030-06-29;UTC;Settled;629B90D490E2460C;USD;120.0;6.0;126.0
JetBrains;JetBrainsUSD;351;0073E8E4F5E54594;A000066114;visa;2030-07-03;UTC;Settled;4589C157228B45C5;USD;333.0;17.0;350.0
JetBrains;JetBrainsUSD;351;00781EEB577B4ADF;E000060910;visa;2030-06-18;UTC;Settled;6B9F8DD91B7B4217;USD;80.0;4.0;84.0
JetBrains;JetBrainsUSD;351;0095F804EAA045EE;R000072786;mc;2030-04-16;UTC;Settled;0EACBF8A3F9945DD;USD;190.0;10.0;200.0
JetBrains;JetBrainsUSD;351;00A525DB4BC5436A;R000016145;visa;2030-06-16;UTC;Settled;B85DBE9894014F17;USD;114.0;6.0;120.0
JetBrains;JetBrainsUSD;351;00AD3776DE9C445B;A000024115;mc;2030-05-08;UTC;Settled;D74CC09AA3DB496D;USD;95.0;5.0;100.0
JetBrains;JetBrainsUSD;351;00BE8747EB554C63;R000010791;mc;2030-04-17;UTC;Settled;141007C61D774ED0;USD;95.0;5.0;100.0
JetBrains;JetBrainsUSD;351;00CA9D3840DB4316;R000075042;visa;2030-06-12;UTC;Settled;6D21111A51184606;USD;238.0;12.0;250.0
JetBrains;JetBrainsUSD;351;00D11BF3B35B4ED4;A000059558;mc;2030-07-22;UTC;Settled;404809654F7F4392;USD;13.0;1.0;14.0
JetBrains;JetBrainsUSD;351;00D7F9FA501A4A72;Z000047032;mc;2030-06-10;UTC;Settled;11AA843CB6A14562;USD;285.0;15.0;300.0
JetBrains;JetBrainsUSD;351;00DB95E35D2F463C;C000062197;visa;2030-07-17;UTC;Settled;638D43BFF8124309;USD;40.0;2.0;42.0
JetBrains;JetBrainsUSD;351;00DD51DA8D2547BC;R000052884;visa;2030-05-09;UTC;Settled;B69ADF208D694825;USD;247.0;13.0;260.0
JetBrains;JetBrainsUSD;351;00E116C0437B4981;C000050016;mc;2030-05-19;UTC;Settled;70011984AA874956;USD;190.0;10.0;200.0
JetBrains;JetBrainsUSD;351;00E231270A2448BE;E000045508;visa;2030-08-12;UTC;Settled;2E15D816035A42E7;USD;48.0;2.0;50.0
JetBrains;JetBrainsUSD;351;00E3C54D7AEE48CA;R000003956;visa;2030-06-30;UTC;Settled;BA64ADD2BA16428E;USD;40.0;2.0;42.0
JetBrains;JetBrainsUSD;351;00E8D9C6501A450F;C000001727;visa;2030-05-17;UTC;Settled;D6346961186E4447;USD;333.0;17.0;350.0
JetBrains;JetBrainsUSD;351;00F641CAA0904854;A000051836;mc;2030-05-12;UTC;Settled;B4175AF7718D4231;USD;432.0;23.0;455.0
JetBrains;JetBrainsUSD;351;00F66785A63040DF;C000046507;mc;2030-08-07;UTC;Settled;69E999DF377E4485;USD;95.0;5.0;100.0
JetBrains;JetBrainsUSD;351;0106927629C846B4;Z000067753;visa;2030-06-16;UTC;Settled;308873DA5706457A;USD;38.0;2.0;40.0
JetBrains;JetBrainsUSD;351;010BB846B8394817;Z000027953;visa;2030-07-29;UTC;Settled;E12AA9AC6B2C4C0C;USD;114.0;6.0;120.0
JetBrains;JetBrainsUSD;351;0115C079E2DD414B;Z000068569;visa;2030-06-09;UTC;Settled;B06A8DC0DEA3412F;USD;95.0;5.0;100.0
JetBrains;JetBrainsUSD;351;011A11A580DC48F0;A000026538;visa;2030-06-01;UTC;Settled;1DD49416ED1441F1;USD;285.0;15.0;300.0
JetBrains;JetBrainsUSD;351;013AEB8ED454411C;A000006403;mc;2030-07-20;UTC;Settled;69F6A7319A7D4E18;USD;133.0;7.0;140.0
JetBrains;JetBrainsUSD;351;013EBC87F505404B;E000016644;visa;2030-04-26;UTC;Settled;511CA2FA32784B85;USD;120.0;6.0;126.0
JetBrains;JetBrainsUSD;351;0157CBF463CD46FF;C000005509;visa;2030-05-11;UTC;Settled;9E9E49A684CF4A10;USD;95.0;5.0;100.0
JetBrains;JetBrainsUSD;351;01660B83435D4D36;A000045325;visa;2030-07-29;UTC;Settled;BBBB21D2678A481F;USD;475.0;25.0;500.0
JetBrains;JetBrainsUSD;351;0169FCA6CC2C4FA9;A000068293;mc;2030-04-16;UTC;Settled;9A504748ED844B27;USD;95.0;5.0;100.0
JetBrains;JetBrainsUSD;351;016CF1EBC1234CD8;C000037928;visa;2030-05-08;UTC;Settled;090B9D090F90468F;USD;171.0;9.0;180.0
JetBrains;JetBrainsUSD;351;017BADD8603948B5;E000055499;mc;2030-06-09;UTC;Settled;86F62A646A6245CC;USD;371.0;19.0;390.0
JetBrains;JetBrainsUSD;351;018AD91F40734B84;C000029650;visa;2030-07-19;UTC;Settled;8EAAE623E9AF4AD3;USD;114.0;6.0;120.0
JetBrains;JetBrainsUSD;351;01921020F02D4B39;R000025129;mc;2030-08-07;UTC;Settled;9880E2C3744E499A;USD;309.0;16.0;325.0
JetBrains;JetBrainsUSD;351;019442EB4F3742E2;C000074198;mc;2030-05-28;UTC;Settled;418213D8B83544C4;USD;133.0;7.0;140.0
JetBrains;JetBrainsUSD;351;01A2327A69DF4498;C000053884;visa;2030-06-13;UTC;Settled;38DCF7903C334F98;USD;120.0;6.0;126.0
JetBrains;JetBrainsUSD;351;01B81F888A584DC2;A000072561;visa;2030-08-10;UTC;Settled;9E71429A08E940CD;USD;152.0;8.0;160.0
JetBrains;JetBrainsUSD;351;01BCD784DB9B47A2;A000059182;visa;2030-05-21;UTC;Settled;23372A961E6F4F30;USD;106.0;6.0;112.0
JetBrains;JetBrainsUSD;351;01DAB03097814D2A;R000003516;visa;2030-08-15;UTC;Settled;B26A19B93F934113;USD;285.0;15.0;300.0
JetBrains;JetBrainsUSD;351;01DB57D2354A4EF2;E000071040;visa;2030-07-01;UTC;Settled;B4B55E0EB9324BEB;USD;309.0;16.0;325.0
JetBrains;JetBrainsUSD;351;01EEDA4E9DB14466;Z000020999;visa;2030-06-15;UTC;Settled;70BBFB6F6F3E4828;USD;428.0;22.0;450.0
JetBrains;JetBrainsUSD;351;01FF4C495D21417A;Z000062536;visa;2030-05-29;UTC;Settled;86F57F44864D439F;USD;380.0;20.0;400.0
JetBrains;JetBrainsUSD;351;02126C1F15D24CE5;R000034089;visa;2030-07-09;UTC;Settled;B788A4FF3D2B4411;USD;124.0;6.0;130.0
JetBrains;JetBrainsUSD;351;021CF2A3E3F849E3;Z000064777;mc;2030-08-13;UTC;Settled;4FB87FCE341E483C;USD;76.0;4.0;80.0
JetBrains;JetBrainsUSD;351;021D61DF1B7B416A;R000015383;mc;2030-07-29;UTC;Settled;A863DB3C96E64CA6;USD;171.0;9.0;180.0
JetBrains;JetBrainsUSD;351;022276B070554EEC;R000050028;visa;2030-04-30;UTC;Settled;C06BF444B20E49D0;USD;67.0;3.0;70.0
JetBrains;JetBrainsUSD;351;0235735D396A4C5C;Z000015565;visa;2030-05-12;UTC;Settled;95398A25CE7C4379;USD;95.0;5.0;100.0
JetBrains;JetBrainsUSD;351;023B4E428C7F4539;R000048126;visa;2030-07-18;UTC;Settled;28E15BFDD7F54002;USD;143.0;7.0;150.0
JetBrains;JetBrainsUSD;351;023D24CE9EDC4B20;E000061305;visa;2030-05-20;UTC;Settled;422956AB0C6945C8;USD;247.0;13.0;260.0
JetBrains;JetBrainsUSD;351;024F0A8F8FF64AC5;R000036604;mc;2030-06-22;UTC;Settled;8BAE1E5E4C5B4590;USD;48.0;2.0;50.0
JetBrains;JetBrainsUSD;351;0256404A84E3486F;Z000021686;visa;2030-06-26;UTC;Settled;507BDAE9CD9E4814;USD;475.0;25.0;500.0
JetBrains;JetBrainsUSD;351;0257B8F3B19C4D97;Z000040950;visa;2030-06-01;UTC;Settled;4326170E88C44149;USD;152.0;8.0;160.0
JetBrains;JetBrainsUSD;351;02717483118246D8;E000049355;visa;2030-08-13;UTC;Settled;D4B748F1A64C432A;USD;80.0;4.0;84.0
JetBrains;JetBrainsUSD;351;027EECD35C3B45EF;E000020683;visa;2030-04-21;UTC;Settled;13BAE6F28735482C;USD;475.0;25.0;500.0
JetBrains;JetBrainsUSD;351;02847F03DC0C43AD;R000015527;mc;2030-08-15;UTC;Settled;88CD941060194FC8;USD;57.0;3.0;60.0
JetBrains;JetBrainsUSD;351;0294796F6F0D4121;Z000017835;mc;2030-05-22;UTC;Settled;BA3E8612F2064749;USD;190.0;10.0;200.0
JetBrains;JetBrainsUSD;351;0294CB0738F74E0C;C000051227;visa;2030-07-31;UTC;Settled;5CDFEE1A80134717;USD;428.0;22.0;450.0
JetBrains;JetBrainsUSD;351;02A36912C78A4DAE;R000058530;mc;2030-05-14;UTC;Settled;908F034A2FEC424C;USD;62.0;3.0;65.0
JetBrains;JetBrainsUSD;351;02A91F44D9DC43D6;Z000008349;visa;2030-08-13;UTC;Settled;D1D5F39D0B304898;USD;143.0;7.0;150.0
JetBrains;JetBrainsUSD;351;02A933206CA64E33;R000007253;visa;2030-04-20;UTC;Settled;96B85DF41335476F;USD;152.0;8.0;160.0
JetBrains;JetBrainsUSD;351;02B5DBA3885644C9;A000070737;visa;2030-07-11;UTC;Settled;5D6CA29BBA6B46A2;USD;67.0;3.0;70.0
JetBrains;JetBrainsUSD;351;02C153FF44594236;E000046885;visa;2030-05-02;UTC;Settled;E56EF965DDB2422A;USD;190.0;10.0;200.0
JetBrains;JetBrainsUSD;351;02CA75ADFF3C430A;R000045562;mc;2030-04-29;UTC;Settled;741CB4461C93407E;USD;190.0;10.0;200.0
JetBrains;JetBrainsUSD;351;02DB2218A67D4B6C;E000000207;visa;2030-07-04;UTC;Settled;7FC59A69AF6045F0;USD;432.0;23.0;455.0
JetBrains;JetBrainsUSD;351;02ED22327DF745EB;R000054749;mc;2030-07-22;UTC;Settled;D7CF4F678F114716;USD;67.0;3.0;70.0
JetBrains;JetBrainsUSD;351;0303A640B12D4E83;R000019980;visa;2030-06-17;UTC;Settled;29DCA641F41849C5;USD;53.0;3.0;56.0
JetBrains;JetBrainsUSD;351;0307549928E44608;R000058503;visa;2030-06-21;UTC;Settled;630219AA074F40D8;USD;38.0;2.0;40.0
JetBrains;JetBrainsUSD;351;03165BF18CAC4FA5;E000018571;mc;2030-04-20;UTC;Settled;B82D6FFAA66344AC;USD;95.0;5.0;100.0
JetBrains;JetBrainsUSD;351;031B3B98278843AA;E000054857;visa;2030-08-05;UTC;Settled;E31C4A0A028D4C0F;USD;190.0;10.0;200.0
JetBrains;JetBrainsUSD;351;032C7BCBBB794105;E000033192;visa;2030-04-28;UTC;Settled;8B016642F39F4857;USD;57.0;3.0;60.0
JetBrains;JetBrainsUSD;351;0337F3146AAD441A;C000000153;visa;2030-06-26;UTC;Settled;FDC8B8AB3031440A;USD;48.0;2.0;50.0
JetBrains;JetBrainsUSD;351;033CA6048EE54145;C000059177;mc;2030-06-27;UTC;Settled;8A7974DADB7D4769;USD;67.0;3.0;70.0
JetBrains;JetBrainsUSD;351;034254F04FD649CA;Z000043284;visa;2030-06-24;UTC;Settled;7231F1C293854BFD;USD;19.0;1.0;20.0
JetBrains;JetBrainsUSD;351;034809622037431F;R000069278;mc;2030-05-14;UTC;Settled;CA61CE62574644B1;USD;185.0;10.0;195.0
JetBrains;JetBrainsUSD;351;034E12FF6E2F4FD2;C000011712;visa;2030-08-09;UTC;Settled;B66E4D5387944A16;USD;40.0;2.0;42.0
JetBrains;JetBrainsUSD;351;034F25E036E1439C;R000020569;mc;2030-08-09;UTC;Settled;6EB9254DDEFA4C0F;USD;133.0;7.0;140.0
JetBrains;JetBrainsUSD;351;03657C0855F942C9;E000038966;visa;2030-07-01;UTC;Settled;232CC1A937B14784;USD;95.0;5.0;100.0
JetBrains;JetBrainsUSD;351;0367E4EC54754A7F;E000073142;mc;2030-06-15;UTC;Settled;E47EA25BCBEF42CC;USD;76.0;4.0;80.0
JetBrains;JetBrainsUSD;351;0367E5873B9247C9;R000071965;mc;2030-06-21;UTC;Settled;94024B9673494EA0;USD;238.0;12.0;250.0
JetBrains;JetBrainsUSD;351;0374C8321B9C44E6;A000068638;mc;2030-06-27;UTC;Settled;C52694D67E984A49;USD;67.0;3.0;70.0
JetBrains;JetBrainsUSD;351;0377156D9F4D412E;E000002310;mc;2030-04-30;UTC;Settled;E2D21DB03F3A4E95;USD;114.0;6.0;120.0
JetBrains;JetBrainsUSD;351;0395A4F56B174A04;Z000030715;visa;2030-06-10;UTC;Settled;E030BAB84B0743FA;USD;57.0;3.0;60.0
JetBrains;JetBrainsUSD;351;03A52BA783934C40;E000045091;visa;2030-08-07;UTC;Settled;307C7494D705404A;USD;114.0;6.0;120.0
JetBrains;JetBrainsUSD;351;03A9EE00FC4B4143;Z000057458;mc;2030-04-19;UTC;Settled;28428E8366DB4C97;USD;190.0;10.0;200.0
JetBrains;JetBrainsUSD;351;03ACF9D00CFA4A33;R000063989;visa;2030-04-28;UTC;Settled;0DB7B7B145FF40BA;USD;80.0;4.0;84.0
JetBrains;JetBrainsUSD;351;03CEA6576ACD4A34;C000046100;mc;2030-08-04;UTC;Settled;55437C46B02C4F2B;USD;53.0;3.0;56.0
JetBrains;JetBrainsUSD;351;03DFAD164DD04CB8;C000050865;visa;2030-06-10;UTC;Settled;476F1BF02544460E;USD;19.0;1.0;20.0
JetBrains;JetBrainsUSD;351;03E2BD6EBFC14BB6;A000025317;visa;2030-07-30;UTC;Settled;D889AC70F066472C;USD;57.0;3.0;60.0
JetBrains;JetBrainsUSD;351;03EB99DEFF634E18;Z000021575;visa;2030-05-12;UTC;Settled;B60D370C0ECF4100;USD;53.0;3.0;56.0
JetBrains;JetBrainsUSD;351;03ECB6ED53544226;C000027933;visa;2030-06-04;UTC;Settled;A02AA48D29CA4281;USD;53.0;3.0;56.0
