COMPANY_ACCOUNT;MERCHANT_ACCOUNT;BATCH_NUMBER;PSP_REFERENCE;ORDER_REF;PAYMENT_METHOD;DATE;TIMEZONE;TYPE;MODIFICATION_REFERENCE;CURRENCY;NET;FEE;GROSS
JetBrains;JetBrainsAmericasUSD;350;00012F7F4E6D4C57;E000022477;mc;2030-02-13;UTC;Settled;4C45F597822648A5;USD;133.0;7.0;140.0
JetBrains;JetBrainsAmericasUSD;350;0002DFF2BFB9464B;A000010333;visa;2030-03-21;UTC;Settled;EB4C69349E204D5F;USD;114.0;6.0;120.0
JetBrains;JetBrainsAmericasUSD;350;000647CCA9A646C5;E000042010;visa;2030-04-09;UTC;Settled;374528633A444F94;USD;67.0;3.0;70.0
JetBrains;JetBrainsAmericasUSD;350;000CD496183F49F9;C000021489;visa;2030-03-12;UTC;Settled;B90CFBE322064E1C;USD;67.0;3.0;70.0
JetBrains;JetBrainsAmericasUSD;350;000FCBB77D544005;Z000004049;visa;2030-03-01;UTC;Settled;D22E4AF3B17E49C7;USD;333.0;17.0;350.0
JetBrains;JetBrainsAmericasUSD;350;0010F026D7E940F5;A000069816;visa;2030-01-11;UTC;Settled;787109185BFB4FAB;USD;285.0;15.0;300.0
JetBrains;JetBrainsAmericasUSD;350;00114F1A54AF43CC;R000064966;visa;2030-01-11;UTC;Settled;5BEEA067C09040A1;USD;57.0;3.0;60.0
JetBrains;JetBrainsAmericasUSD;350;0012B0A28C404B29;E000051618;visa;2030-01-10;UTC;Settled;CC69CC4B0663457F;USD;67.0;3.0;70.0
JetBrains;JetBrainsAmericasUSD;350;0012D8E0E907449C;Z000064318;mc;2030-03-28;UTC;Settled;B20338F493464E66;USD;120.0;6.0;126.0
JetBrains;JetBrainsAmericasUSD;350;00159C97BE454CD7;C000034987;visa;2030-02-13;UTC;Settled;849472F1C3E54ADE;USD;380.0;20.0;400.0
JetBrains;JetBrainsAmericasUSD;350;001AF5F330BC476D;Z000027595;visa;2030-03-06;UTC;Settled;21F561BFCE13480C;USD;62.0;3.0;65.0
JetBrains;JetBrainsAmericasUSD;350;001C4657B4D043CE;Z000026792;visa;2030-02-06;UTC;Settled;8031A02272E147CF;USD;95.0;5.0;100.0
JetBrains;JetBrainsAmericasUSD;350;001D738EEE6B4C01;A000041414;mc;2030-02-22;UTC;Settled;893515ED5F594028;USD;40.0;2.0;42.0
JetBrains;JetBrainsAmericasUSD;350;002219318E8A4B13;R000047604;mc;2030-01-23;UTC;Settled;00C88AA8E2924467;USD;62.0;3.0;65.0
JetBrains;JetBrainsAmericasUSD;350;00294235FBA544DA;R000010472;mc;2030-01-14;UTC;Settled;3A36AAF6C30D4B4A;USD;475.0;25.0;500.0
JetBrains;JetBrainsAmericasUSD;350;002B0A0DCCFC4290;E000028153;visa;2030-02-08;UTC;Settled;88958FAB11BC43F0;USD;27.0;1.0;28.0
JetBrains;JetBrainsAmericasUSD;350;002F3B8B9904409C;C000024956;mc;2030-02-16;UTC;Settled;E427ABBCBACE4984;USD;171.0;9.0;180.0
JetBrains;JetBrainsAmericasUSD;350;0031664E42764D0A;C000001601;mc;2030-03-16;UTC;Settled;3B40077237FC4DB5;USD;40.0;2.0;42.0
JetBrains;JetBrainsAmericasUSD;350;0032B130355D4D1E;C000036374;mc;2030-02-12;UTC;Settled;62981EEB7EAA49C7;USD;95.0;5.0;100.0
JetBrains;JetBrainsAmericasUSD;350;00336D949DA04F02;R000001740;visa;2030-03-19;UTC;Settled;B21FAE815BA74BF1;USD;333.0;17.0;350.0
JetBrains;JetBrainsAmericasUSD;350;0034C753C90A42E3;R000063238;mc;2030-04-14;UTC;Settled;06A4A671996D4F0F;USD;114.0;6.0;120.0
JetBrains;JetBrainsAmericasUSD;350;00356D0B231F4BF3;Z000022873;visa;2030-01-21;UTC;Settled;B9547AF48A584A84;USD;432.0;23.0;455.0
JetBrains;JetBrainsAmericasUSD;350;0037837BA40944BC;C000030786;visa;2030-04-13;UTC;Settled;D63E1B6791444E29;USD;152.0;8.0;160.0
JetBrains;JetBrainsAmericasUSD;350;0037E2565E954A98;C000017677;visa;2030-03-01;UTC;Settled;49F6EAA883934674;USD;13.0;1.0;14.0
JetBrains;JetBrainsAmericasUSD;350;0039CD8146154BC3;E000063501;mc;2030-04-02;UTC;Settled;F5C54F9E07144F64;USD;618.0;32.0;650.0
JetBrains;JetBrainsAmericasUSD;350;003A740DA23A4A12;Z000017947;visa;2030-03-21;UTC;Settled;3ECA51D7822A41A0;USD;80.0;4.0;84.0
JetBrains;JetBrainsAmericasUSD;350;0042337496A54107;Z000072447;mc;2030-02-19;UTC;Settled;AC884901C6A54E17;USD;27.0;1.0;28.0
JetBrains;JetBrainsAmericasUSD;350;0042C00257D44762;E000069329;visa;2030-01-20;UTC;Settled;82A234DA04CB41E2;USD;38.0;2.0;40.0
JetBrains;JetBrainsAmericasUSD;350;0045E978FF2245D3;A000061040;mc;2030-04-09;UTC;Settled;63C455511F604C7E;USD;238.0;12.0;250.0
JetBrains;JetBrainsAmericasUSD;350;00465352935B4FD5;Z000071464;visa;2030-03-02;UTC;Settled;E2AB614ABBD94126;USD;380.0;20.0;400.0
JetBrains;JetBrainsAmericasUSD;350;00465A5218984854;A000010961;visa;2030-03-30;UTC;Settled;14948C9FE8224A57;USD;618.0;32.0;650.0
JetBrains;JetBrainsAmericasUSD;350;004B04BDFC8D42C4;Z000029183;visa;2030-03-12;UTC;Settled;0D4587CE03F34BF1;USD;428.0;22.0;450.0
JetBrains;JetBrainsAmericasUSD;350;004BE44F2E0F44A3;Z000042081;visa;2030-01-12;UTC;Settled;26E8434207B2411D;USD;114.0;6.0;120.0
JetBrains;JetBrainsAmericasUSD;350;004D338D953F4203;C000073309;mc;2030-01-09;UTC;Settled;4AA8B6ACD1194B38;USD;57.0;3.0;60.0
JetBrains;JetBrainsAmericasUSD;350;0051CDBE0C954D82;Z000051951;visa;2030-01-12;UTC;Settled;4B0DB0CF20BF4938;USD;19.0;1.0;20.0
JetBrains;JetBrainsAmericasUSD;350;00548513110640E1;A000033661;visa;2030-03-18;UTC;Settled;AF27F3784A72436F;USD;133.0;7.0;140.0
JetBrains;JetBrainsAmericasUSD;350;00559E3AD8554195;Z000028909;visa;2030-01-17;UTC;Settled;F3CF7718570B4436;USD;285.0;15.0;300.0
JetBrains;JetBrainsAmericasUSD;350;005C945F6FFC4B13;R000001616;visa;2030-01-07;UTC;Settled;1E7664516E904E4B;USD;19.0;1.0;20.0
JetBrains;JetBrainsAmericasUSD;350;0060EFD19C1A4FE0;A000052390;visa;2030-02-23;UTC;Settled;6CFE89B9F0C240CB;USD;124.0;6.0;130.0
JetBrains;JetBrainsAmericasUSD;350;00629152B31143BF;R000056968;visa;2030-02-23;UTC;Settled;21412D273D0C45B2;USD;152.0;8.0;160.0
JetBrains;JetBrainsAmericasUSD;350;006343E6B8944719;C000028008;visa;2030-01-17;UTC;Settled;5D1BDD413AA849D2;USD;143.0;7.0;150.0
JetBrains;JetBrainsAmericasUSD;350;0064852192774AE9;C000048505;visa;2030-04-03;UTC;Settled;5CA5F774ED954471;USD;143.0;7.0;150.0
JetBrains;JetBrainsAmericasUSD;350;0067FAC7AADD48D4;Z000030432;mc;2030-02-02;UTC;Settled;060F7952A1EB4C52;USD;95.0;5.0;100.0
JetBrains;JetBrainsAmericasUSD;350;006A448502194CB3;C000034243;mc;2030-04-13;UTC;Settled;0123DAA61F3846A8;USD;67.0;3.0;70.0
JetBrains;JetBrainsAmericasUSD;350;006BB6A60C614271;R000020010;visa;2030-02-25;UTC;Settled;7178BC6B88104BA5;USD;152.0;8.0;160.0
JetBrains;JetBrainsAmericasUSD;350;006BFB8FB5894EA7;Z000011524;visa;2030-03-29;UTC;Settled;6EDAD4C72080487C;USD;120.0;6.0;126.0
JetBrains;JetBrainsAmericasUSD;350;00714B853CAA4A02;A000067140;visa;2030-01-09;UTC;Settled;96AD6A3350334010;USD;152.0;8.0;160.0
JetBrains;JetBrainsAmericasUSD;350;0072A42734B24C18;E000046941;visa;2030-01-30;UTC;Settled;4BE783A630E14F22;USD;333.0;17.0;350.0
JetBrains;JetBrainsAmericasUSD;350;0076B4AC95BF415B;Z000025470;visa;2030-01-28;UTC;Settled;9EE63AA0B75840AD;USD;57.0;3.0;60.0
JetBrains;JetBrainsAmericasUSD;350;007FB9BB45BE44B2;A000007336;visa;2030-01-19;UTC;Settled;FDDDDCA8A69B4B0E;USD;432.0;23.0;455.0
JetBrains;JetBrainsAmericasUSD;350;0085E5C01E444077;R000071253;mc;2030-01-23;UTC;Settled;B52D3A0B00264380;USD;190.0;10.0;200.0
JetBrains;JetBrainsAmericasUSD;350;008CB105C8C94987;A000002256;mc;2030-03-17;UTC;Settled;C6AB044A05FF4882;USD;114.0;6.0;120.0
JetBrains;JetBrainsAmericasUSD;350;008E3139FC3B48DE;E000054368;visa;2030-02-16;UTC;Settled;BD2004E07C79458B;USD;285.0;15.0;300.0
JetBrains;JetBrainsAmericasUSD;350;009434546AEE475E;Z000043717;mc;2030-03-08;UTC;Settled;BD8CF53DBEB64D8A;USD;133.0;7.0;140.0
JetBrains;JetBrainsAmericasUSD;350;00965A5F8EA24B3F;R000011611;visa;2030-03-26;UTC;Settled;00F587A2E1544C59;USD;185.0;10.0;195.0
JetBrains;JetBrainsAmericasUSD;350;009B4DCCE12248A4;R000031059;mc;2030-02-12;UTC;Settled;AB328D4792B540C4;USD;475.0;25.0;500.0
JetBrains;JetBrainsAmericasUSD;350;009CD7658C8C4729;C000047655;visa;2030-04-08;UTC;Settled;E7B7AA92FA0C4134;USD;380.0;20.0;400.0
JetBrains;JetBrainsAmericasUSD;350;009E190F7ABB4542;Z000014404;mc;2030-03-13;UTC;Settled;CE25A8AFCCEC4C02;USD;124.0;6.0;130.0
JetBrains;JetBrainsAmericasUSD;350;009F21999BBB49D0;A000000040;visa;2030-01-23;UTC;Settled;CD56B6E62A9D44C3;USD;27.0;1.0;28.0
JetBrains;JetBrainsAmericasUSD;350;009FCDC6664F4673;Z000052497;visa;2030-01-31;UTC;Settled;B0651F23B2C64FE0;USD;494.0;26.0;520.0
