COMPANY_ACCOUNT;MERCHANT_ACCOUNT;BATCH_NUMBER;PSP_REFERENCE;ORDER_REF;PAYMENT_METHOD;DATE;TIMEZONE;TYPE;MODIFICATION_REFERENCE;CURRENCY;NET;FEE;GROSS
JetBrains;JetBrainsGBP;354;003FDAC1D48549FB;C000061636;visa;2031-04-29;UTC;Settled;C523AEB81D08458C;GBP;143.0;7.0;150.0
JetBrains;JetBrainsGBP;354;006076ED71074D1F;Z000050886;visa;2031-06-04;UTC;Settled;E0F6C3947A664EE6;GBP;190.0;10.0;200.0
JetBrains;JetBrainsGBP;354;0070CB8DC3114AA0;A000049439;visa;2031-04-26;UTC;Settled;10F089BFE38A40A3;GBP;143.0;7.0;150.0
JetBrains;JetBrainsGBP;354;00ACD988786D46C7;E000001351;mc;2031-05-24;UTC;Settled;FC06CF74B730465D;GBP;114.0;6.0;120.0
JetBrains;JetBrainsGBP;354;00B3211929CA428B;C000058969;visa;2031-06-04;UTC;Settled;BBFD7285CE164E66;GBP;133.0;7.0;140.0
JetBrains;JetBrainsGBP;354;00BDABBCFDC546D8;R000045812;mc;2031-06-27;UTC;Settled;841E3BEB63054811;GBP;475.0;25.0;500.0
JetBrains;JetBrainsGBP;354;00D535603C53458A;A000056128;visa;2031-06-04;UTC;Settled;0BD61955F42846C6;GBP;57.0;3.0;60.0
JetBrains;JetBrainsGBP;354;00F19E77E6FD476D;R000008101;visa;2031-06-10;UTC;Settled;5238BEAA63BA439E;GBP;124.0;6.0;130.0
JetBrains;JetBrainsGBP;354;00F8E67018C74CBB;R000019403;visa;2031-06-02;UTC;Settled;675446E3C5174644;GBP;556.0;29.0;585.0
JetBrains;JetBrainsGBP;354;01018E82859B462A;R000020942;mc;2031-07-02;UTC;Settled;73C1AA138DB74037;GBP;76.0;4.0;80.0
JetBrains;JetBrainsGBP;354;0107F08CDFDC4F28;R000051730;visa;2031-05-10;UTC;Settled;864F132DA47E418E;GBP;285.0;15.0;300.0
JetBrains;JetBrainsGBP;354;013525996C884ECD;Z000022363;visa;2031-07-01;UTC;Settled;8EB5821B443B435E;GBP;371.0;19.0;390.0
JetBrains;JetBrainsGBP;354;014D58DBE2EE454B;C000038945;visa;2031-06-13;UTC;Settled;9AEFC7A4BA7C4CD4;GBP;133.0;7.0;140.0
JetBrains;JetBrainsGBP;354;0151B72466EC4688;E000055048;visa;2031-05-22;UTC;Settled;0687C7D0787B47A5;GBP;133.0;7.0;140.0
JetBrains;JetBrainsGBP;354;017D4D09D2CD4071;E000053631;mc;2031-06-12;UTC;Settled;EDCF30D7422C4073;GBP;133.0;7.0;140.0
JetBrains;JetBrainsGBP;354;019800DB41D04D81;Z000042272;mc;2031-06-21;UTC;Settled;DBD228102B724D34;GBP;57.0;3.0;60.0
JetBrains;JetBrainsGBP;354;01BF60456F7C4371;C000004003;visa;2031-06-13;UTC;Settled;B0DB7B0136784FC8;GBP;171.0;9.0;180.0
JetBrains;JetBrainsGBP;354;01E5BAE66E54444F;A000006330;mc;2031-05-03;UTC;Settled;60399AFDEB644B00;GBP;380.0;20.0;400.0
JetBrains;JetBrainsGBP;354;01ECE1B1C97A4C7D;C000051054;visa;2031-05-01;UTC;Settled;8524C06D1D09484D;GBP;133.0;7.0;140.0
JetBrains;JetBrainsGBP;354;023F3E4C3E82435B;E000035629;visa;2031-05-23;UTC;Settled;076D93F52AA440A3;GBP;120.0;6.0;126.0
JetBrains;JetBrainsGBP;354;02839FCFE4564530;Z000054017;visa;2031-04-19;UTC;Settled;B8EF083925FC43C0;GBP;27.0;1.0;28.0
JetBrains;JetBrainsGBP;354;02B4DB1758704586;R000015914;mc;2031-06-12;UTC;Settled;EFEF47B76F7E40C0;GBP;152.0;8.0;160.0
JetBrains;JetBrainsGBP;354;02C5F569847A4B7E;A000001626;visa;2031-06-08;UTC;Settled;55C38BAFE2F04D9B;GBP;143.0;7.0;150.0
JetBrains;JetBrainsGBP;354;02D0AA6AABB04881;Z000013760;visa;2031-05-13;UTC;Settled;5CB9F5D11A854914;GBP;133.0;7.0;140.0
